ID,Loan no,Latitude,Longitude,State,Area,Branch,Status,DPD,Disbursal date,Product,Asset_Colleteral_Value,Carpet Area(SQFT),Year
3335,LXRUD02924-250046423,28.923833,79.483694,UK & UP,A - 1 Dehradun,Rudrapur,C,0,30-12-2024 00:00,HL,1610100,925,2024
3336,LXPAL02824-250045833,25.700995,73.336253,RJ-UP-3,A - 5 Jodhpur,Pali,A,0,19-12-2024 00:00,LAP,1157975,2898,2024
3337,LXELU01124-250046320,16.810983,81.037024,AP,A - 1 Vijayawada,Eluru,A,0,29-12-2024 00:00,HL,2206275,2205,2024
3338,LXNAG02924-250045769,23.706967,75.991552,MP,A - 1 Indore,Nagda,C,0,18-12-2024 00:00,HL,1078000,440,2024
3339,LXBHG02924-250045908,28.7305,77.1273,HR,A - 2 Rohtak,Bahadurgarh,C,0,20-12-2024 00:00,HL,2609300,194,2024
3340,LXMOR02924-250046391,28.79257,78.811353,UK & UP,A - 1 Dehradun,Moradabad,A,0,30-12-2024 00:00,HL,1192800,756,2024
3341,LXSIR02824-250046121,24.884466,72.870356,RJ-UP-3,A - 5 Jodhpur,Sirohi,A,0,26-12-2024 00:00,LAP,1445850,567,2024
3342,LXJPR02424-250045595,26.905429,75.795604,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,12-10-2024 00:00,LAP,13939200,576,2024
3343,LXJHL01124-250045823,24.573588,76.164633,RJ-UP-3,A - 7 Kota,Jhalawar,A,8,19-12-2024 00:00,HL,2100000,1000,2024
3344,LXSAH03024-250046376,28.6681745,77.3518343,NCR,NCR,Sahibabad,A,0,30-12-2024 00:00,LAP,6521700,945,2024
3345,LXVSK04124-250046230,17.741782,83.232401,AP,A - 1 Vijayawada,Vishakhapatnam,A,0,28-12-2024 00:00,STBLP,2571000,342,2024
3346,LXAJM02924-250045640,26.502491,74.527887,RJ-UP-2,A - 3 Ajmer,Ajmer,A,0,13-12-2024 00:00,HL,3646250,2253,2024
3347,LXBAR02824-250045643,25.159132,76.983623,RJ-UP-3,A - 7 Kota,Baran,A,0,13-12-2024 00:00,LAP,2137900,4000,2024
3348,LXBML03624-250046001,25.00802,72.252413,RJ-UP-3,A - 5 Jodhpur,Bhinmal,C,0,21-12-2024 00:00,STBL,2593200,3000,2024
3349,LXSKR02924-250046000,26.90775,75.770111,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,A,0,21-12-2024 00:00,HL,3061496,425,2024
3350,LXVKN01124-250045926,29.942318,78.058701,UK & UP,A - 1 Dehradun,Vikas Nagar,A,0,20-12-2024 00:00,HL,2928600,928,2024
3351,LXELU04124-250046108,16.701354,81.100497,AP,A - 1 Vijayawada,Eluru,A,3,26-12-2024 00:00,STBLP,1260000,504,2024
3352,LXRJM02824-250046227,16.963262,82.004981,AP,A - 1 Vijayawada,Rajamundry,A,0,28-12-2024 00:00,LAP,3197012,1373,2024
3353,LXPIP02924-250045673,22.747497,78.350612,MP,A - 2 Bhopal,Pipariya,A,0,13-12-2024 00:00,HL,1620000,675,2024
3354,LXUJJ02224-250046086,23.237603,76.182701,MP,A - 1 Indore,Ujjain,A,0,24-12-2024 00:00,LAP,1836000,510,2024
3355,LXJPR02924-250046023,26.902574,75.893543,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,21-12-2024 00:00,HL,2764125,439,2024
3356,LXJPR02924-250046404,26.869403,75.900926,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,30-12-2024 00:00,HL,2122500,630,2024
3357,LXKAL02924-250046272,26.947054,75.701114,RJ-UP-1,A - 2 Jaipur 2,Kalwar Road,A,3,28-12-2024 00:00,LAP,4581000,1175,2024
3358,LXJPR02924-250046517,27.192377,75.621401,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,31-12-2024 00:00,HL,2430000,1800,2024
3359,LXSAN02924-250046039,24.739079,76.396372,RJ-UP-3,A - 8 Kota,Sangod-RRM-Jhalawar,A,8,23-12-2024 00:00,HL,2400000,1200,2024
3360,LXJPR02924-250046468,26.872886,75.901668,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,31-12-2024 00:00,HL,1668708,521,2024
3361,LXSKR02924-250045925,26.9689854,75.719897,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,C,0,20-12-2024 00:00,HL,5232466,844,2024
3362,LXBEA02824-250045802,26.124772,74.216968,RJ-UP-2,A - 3 Ajmer,Beawar,A,0,19-12-2024 00:00,LAP,1179000,421,2024
3363,LXJPR02924-250046356,26.893194,75.969056,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,C,0,29-12-2024 00:00,HL,1305000,900,2024
3364,LXSWA02924-250045853,26.448605,76.728951,RJ-UP-3,A - 7 Kota,Sawai Madhopur,A,0,19-12-2024 00:00,HL,3139000,1560,2024
3365,LXSUM01124-250045965,25.156159,73.075958,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,0,20-12-2024 00:00,HL,2516800,968,2024
3366,LXBHL01224-250046067,25.52929,74.285867,RJ-UP-2,A - 4 Bhilwara,Bhilwara,A,0,24-12-2024 00:00,HL,927300,798,2024
3367,LXVDI02924-250045753,23.508472,77.830556,MP,A - 2 Bhopal,Vidisha,A,0,17-12-2024 00:00,HL,945000,450,2024
3368,LXPRA02924-250045834,23.667797,74.841761,RJ-UP-2,A - 4 Bhilwara,Pratapgarh,A,8,19-12-2024 00:00,HL,864000,288,2024
3369,LXJAG04124-250046070,18.820667,78.719778,Telangana,A - 1 Hyderabad,Jagtial,A,0,24-12-2024 00:00,STBLP,1706467,799,2024
3370,LXRUD02924-250046180,29.053167,79.306528,UK & UP,A - 1 Dehradun,Rudrapur,C,0,27-12-2024 00:00,HL,1360000,640,2024
3371,LXAGR02924-250046169,27.115167,78.013778,RJ-UP-1,A - 1 Jaipur,Agra,C,0,27-12-2024 00:00,HL,1678000,552,2024
3372,LXBAR04124-250046388,28.044156,79.536065,UK & UP,A - 2 Kanpur,Bareilly,C,0,30-12-2024 00:00,STBLP,1567300,2332,2024
3373,LXJNP02924-250046257,28.640407,77.035291,NCR,NCR,Janakpuri,C,0,28-12-2024 00:00,HL,2894130,365,2024
3374,LXBAR03624-250046129,28.297182,79.857924,UK & UP,A - 2 Kanpur,Bareilly,A,0,26-12-2024 00:00,STBL,2457000,4554,2024
3375,LXFZB02924-250045761,26.7371,82.1345,UK & UP,A - 2 Kanpur,Faizabad,C,0,18-12-2024 00:00,HL,2470500,915,2024
3376,LXBUR02824-250046493,28.608356,77.422113,NCR,NCR,Burari,A,0,31-12-2024 00:00,LAP,2137500,450,2024
3377,LXKAS02924-250045876,28.955517,79.399937,UK & UP,A - 1 Dehradun,Kashipur,C,0,19-12-2024 00:00,HL,1527600,900,2024
3378,LXBHL02924-250046031,25.263864,75.135885,RJ-UP-2,A - 4 Bhilwara,Bhilwara,A,0,23-12-2024 00:00,HL,898040,827,2024
3379,LXKAL02924-250046380,26.780665,75.907293,RJ-UP-1,A - 2 Jaipur 2,Kalwar Road,C,0,30-12-2024 00:00,HL,3355000,1500,2024
3380,LXLAX02924-250046224,28.633517,77.106363,NCR,NCR,Laxmi Nagar,A,0,28-12-2024 00:00,HL,2430000,450,2024
3381,LXJPR02924-250046083,26.957807,75.892325,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,24-12-2024 00:00,HL,1907817,600,2024
3382,LXRUD03624-250046112,28.98619,79.41015,UK & UP,A - 1 Dehradun,Rudrapur,A,0,26-12-2024 00:00,STBL,1327200,612,2024
3383,LXSNG01224-250045974,26.703392,75.808639,RJ-UP-1,A - 1 Jaipur,Sanganer,C,0,20-12-2024 00:00,HL,2431030,784,2024
3384,LXGWA02924-250046273,26.4930567,77.9704617,MP,A - 3 Gwalior,Gwalior,A,0,28-12-2024 00:00,HL,1386000,555,2024
3385,LXNOI02824-250045597,28.6288,77.3456,NCR,NCR,Noida,A,0,12-10-2024 00:00,LAP,3059000,450,2024
3386,LXJHL02824-250045938,24.372687,76.313731,RJ-UP-3,A - 7 Kota,Jhalawar,A,0,20-12-2024 00:00,LAP,2944500,1128,2024
3387,LXNOK02924-250045845,27.7148,73.813007,RJ-UP-2,A - 3 Ajmer,Nokha,A,0,19-12-2024 00:00,HL,1854300,5772,2024
3388,LXSHP03024-250045684,25.885002,74.870402,RJ-UP-2,A - 4 Bhilwara,Shahpura,A,0,17-12-2024 00:00,HL,1115200,918,2024
3389,LXSIR02824-250046355,24.795932,73.053769,RJ-UP-3,A - 5 Jodhpur,Sirohi,A,0,29-12-2024 00:00,LAP,1512500,550,2024
3390,LXSAG02924-250046065,23.719003,73.922251,RJ-UP-3,A - 6 Udaipur,Sagwara,A,0,24-12-2024 00:00,HL,923700,945,2024
3391,LXSAG02824-250046105,23.909881,73.834178,RJ-UP-3,A - 6 Udaipur,Sagwara,A,0,26-12-2024 00:00,LAP,2286200,2741,2024
3392,LXJNP03624-250046040,28.635853,77.028705,NCR,NCR,Janakpuri,A,0,23-12-2024 00:00,STBL,4428000,540,2024
3393,LXSWA03624-250046092,26.470289,76.735411,RJ-UP-3,A - 7 Kota,Sawai Madhopur,A,8,26-12-2024 00:00,STBL,1340000,1200,2024
3394,LXAJM02324-250046150,26.299174,74.538286,RJ-UP-2,A - 3 Ajmer,Ajmer,A,0,27-12-2024 00:00,LAP,1521905,1271,2024
3395,LXIND02824-250046305,22.685687,75.818621,MP,A - 1 Indore,Indore,C,0,29-12-2024 00:00,LAP,2775000,750,2024
3396,LXKAN02924-250045662,26.4125,80.2976,UK & UP,A - 2 Kanpur,Kanpur,A,0,13-12-2024 00:00,HL,5112800,1224,2024
3397,LXCGH04124-250046127,24.853907,74.666841,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,A,0,26-12-2024 00:00,STBLP,1943200,1568,2024
3398,LXKAL02924-250046462,27.002528,75.675056,RJ-UP-1,A - 2 Jaipur 2,Kalwar Road,A,0,31-12-2024 00:00,HL,1761000,800,2024
3399,LXBHL02924-250045911,25.633876,74.248576,RJ-UP-2,A - 4 Bhilwara,Bhilwara,A,0,20-12-2024 00:00,HL,923820,1079,2024
3400,LXBUR02924-250046409,28.544502,77.419171,NCR,NCR,Burari,A,0,30-12-2024 00:00,HL,2051100,702,2024
3401,LXSUM02924-250045937,25.073137,72.972684,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,0,20-12-2024 00:00,HL,1560000,1200,2024
3402,LXSWA02924-250046017,25.922725,76.62569,RJ-UP-3,A - 7 Kota,Sawai Madhopur,A,36,21-12-2024 00:00,HL,945200,1190,2024
3403,LXHLD01124-250045750,29.1900921,79.471815,UK & UP,A - 1 Dehradun,Haldwani,C,20,17-12-2024 00:00,HL,3036700,917,2024
3404,LXKTH03224-250046004,30.482567,76.806294,HR,A - 1 Chandigarh,Kaithal,A,8,21-12-2024 00:00,BL,1112400,1170,2024
3405,LXFAR04124-250045898,28.321023,77.284517,NCR,NCR,Faridabad,A,0,20-12-2024 00:00,STBLP,1530800,468,2024
3406,LXELU04124-250046076,16.720014,81.101194,AP,A - 1 Vijayawada,Eluru,A,3,24-12-2024 00:00,STBLP,927100,363,2024
3407,LXJNP02924-250045722,28.612821,77.062885,NCR,NCR,Janakpuri,A,0,19-12-2024 00:00,HL,1620000,450,2024
3408,LXJAP03024-250045903,27.003715,75.910724,RJ-UP-1,A - 2 Jaipur 2,Jaipur-3,C,0,20-12-2024 00:00,HL,1586250,450,2024
3409,LXPAL02824-250046002,25.366134,73.556467,RJ-UP-3,A - 5 Jodhpur,Pali,A,0,21-12-2024 00:00,LAP,1111300,2139,2024
3410,LXSAG02924-250046026,23.71899,73.92225,RJ-UP-3,A - 6 Udaipur,Sagwara,A,0,23-12-2024 00:00,HL,915100,905,2024
3411,LXAGR02824-250046062,26.879815,81.076906,RJ-UP-1,A - 1 Jaipur,Agra,A,0,24-12-2024 00:00,LAP,2444400,441,2024
3412,LXIND02924-250045720,22.747857,75.839212,MP,A - 1 Indore,Indore-2,C,0,16-12-2024 00:00,HL,3476000,720,2024
3413,LXUDP02924-250045914,24.8163915,73.4293496,RJ-UP-3,A - 6 Udaipur,Udaipur,A,0,20-12-2024 00:00,HL,3228600,2028,2024
3414,LXVIJ04224-250046027,16.685109,80.392512,AP,A - 1 Vijayawada,Vijayawada,A,0,23-12-2024 00:00,STBLP,1629982,766,2024
3415,LXFZB01124-250045934,26.7632,82.1257,UK & UP,A - 2 Kanpur,Faizabad,C,0,20-12-2024 00:00,HL,2413000,635,2024
3416,LXJPR02924-250046329,26.889493,75.931394,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,29-12-2024 00:00,HL,1900000,900,2024
3417,LXPIT02924-250045741,22.642722,75.583,MP,A - 1 Indore,Pithampur,A,0,18-12-2024 00:00,HL,1002000,616,2024
3418,LXKOT01124-250046142,25.195978,75.885867,RJ-UP-3,A - 7 Kota,Kota,A,0,26-12-2024 00:00,HL,1680000,1008,2024
3419,LXKRN02924-250046216,29.679553,76.992888,HR,A - 1 Chandigarh,Karnal,C,0,28-12-2024 00:00,HL,1055650,405,2024
3420,LXDHA02924-250045743,23.718115,0,MP,A - 1 Indore,Dhar,A,0,17-12-2024 00:00,HL,1950000,2100,2024
3421,LXBIJ02924-250046491,25.861794,74.597615,RJ-UP-2,A - 4 Bhilwara,Bijainagar,C,0,31-12-2024 00:00,HL,1216875,2175,2024
3422,LXJPR02424-250046080,26.94116,75.886254,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,24-12-2024 00:00,LAP,2457000,630,2024
3423,LXHRD01124-250045923,29.9363051,78.0531173,UK & UP,A - 1 Dehradun,Haridwar,C,0,20-12-2024 00:00,HL,2347200,924,2024
3424,LXCHT02324-250046436,24.892028,79.591028,MP,A - 3 Gwalior,Chhatarpur,C,0,31-12-2024 00:00,LAP,3291500,845,2024
3425,LXSNG01224-250045840,26.870583,75.9745,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,19-12-2024 00:00,HL,1903500,450,2024
3426,LXJAB02924-250045738,23.162127,79.897738,MP,A - 2 Bhopal,Jabalpur,C,0,17-12-2024 00:00,HL,2809400,977,2024
3427,LXRJS02924-250045941,25.070616,73.902541,RJ-UP-3,A - 6 Udaipur,Rajsamand,A,0,20-12-2024 00:00,HL,1092000,480,2024
3428,LXCHT02924-250045731,24.07504,74.880847,RJ-UP-2,A - 5 Bhilwara,Choti Sadri-RRM-Pratapgarh,A,8,18-12-2024 00:00,HL,1742400,792,2024
3429,LXRAT02924-250045907,23.464647,75.44927,MP,A - 1 Indore,Ratlam,A,0,20-12-2024 00:00,LAP,710500,490,2024
3430,LXKAL02924-250046123,27.019367,75.657282,RJ-UP-1,A - 2 Jaipur 2,Kalwar Road,A,0,26-12-2024 00:00,HL,3099500,8280,2024
3431,LXRAT02924-250046200,22.814731,74.913667,MP,A - 1 Indore,Ratlam,A,0,27-12-2024 00:00,HL,1770000,800,2024
3432,LXVDI04124-250045588,23.761228,78.183544,MP,A - 2 Bhopal,Vidisha,A,0,12-10-2024 00:00,STBLP,3900000,4000,2024
3433,LXRAT02224-250046324,22.9565828,74.8282359,MP,A - 1 Indore,Ratlam,A,8,29-12-2024 00:00,LAP,2608500,2775,2024
3434,LXPIP04124-250046199,22.768667,78.3455,MP,A - 2 Bhopal,Pipariya,A,0,27-12-2024 00:00,STBLP,1236300,1131,2024
3435,LXBIK02924-250046482,28.08288,74.623397,RJ-UP-1,A - 2 Jaipur 2,Bikaner,A,8,31-12-2024 00:00,LAP,1947900,1200,2024
3436,LXGGN03724-250045886,28.35836122,77.05617214,NCR,NCR,Gurgaon,A,0,20-12-2024 00:00,STBL,2704700,567,2024
3437,LXALW03624-250046389,27.531335,76.679049,RJ-UP-1,A - 1 Jaipur,Alwar,A,8,30-12-2024 00:00,STBL,807720,736,2024
3438,LXRUD02824-250046038,28.89111,79.5009,UK & UP,A - 1 Dehradun,Rudrapur,A,0,23-12-2024 00:00,LAP,1147500,675,2024
3439,LXDEW02924-250045735,22.905067,75.989289,MP,A - 1 Indore,Dewas,A,0,17-12-2024 00:00,HL,2465000,500,2024
3440,LXGGN03624-250045740,28.45425,76.9854173,NCR,NCR,Gurgaon,A,0,17-12-2024 00:00,STBL,6411600,900,2024
3441,LXJNP02924-250046009,28.632363,77.033772,NCR,NCR,Janakpuri,A,0,21-12-2024 00:00,HL,1950000,225,2024
3442,LXPIT02924-250045742,22.642139,75.808167,MP,A - 1 Indore,Pithampur,A,0,17-12-2024 00:00,HL,2212800,480,2024
3443,LXJPR03024-250046234,26.949517,75.892301,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,28-12-2024 00:00,LAP,1485600,528,2024
3444,LXSNG01224-250045919,26.7382534,75.7397602,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,20-12-2024 00:00,HL,1311680,525,2024
3445,LXJPR03024-250046202,26.903661,75.89783,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,27-12-2024 00:00,HL,4044915,1200,2024
3446,LXJNP02924-250045707,28.648558,77.064695,NCR,NCR,Janakpuri,A,0,16-12-2024 00:00,HL,1417500,405,2024
3447,LXCHT02924-250046044,25.260677,79.567302,MP,A - 3 Gwalior,Chhatarpur,A,0,24-12-2024 00:00,HL,2688000,640,2024
3448,LXPIT02924-250046413,22.646722,75.591056,MP,A - 1 Indore,Pithampur,A,0,30-12-2024 00:00,HL,2062500,1050,2024
3449,LXDHA01124-250045755,22.67574,74.93991,MP,A - 1 Indore,Dhar,A,0,17-12-2024 00:00,HL,2640000,600,2024
3450,LXPIT02924-250045863,22.642056,75.808472,MP,A - 1 Indore,Pithampur,A,0,19-12-2024 00:00,HL,2135250,315,2024
3451,LXSHR02924-250045694,29.966086,77.530051,UK & UP,A - 1 Dehradun,Saharanpur,C,0,17-12-2024 00:00,HL,1941450,624,2024
3452,LXSNG01124-250045874,26.875147,75.904469,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,19-12-2024 00:00,HL,2760000,544,2024
3453,LXFTH02324-250046377,24.836394,74.14538,RJ-UP-3,A - 6 Udaipur,Fatehnagar,A,0,30-12-2024 00:00,LAP,1742500,1360,2024
3454,LXRUD03624-250046314,28.9844038,79.4083012,UK & UP,A - 1 Dehradun,Rudrapur,A,0,29-12-2024 00:00,STBL,942400,589,2024
3455,LXKOT03624-250046074,25.170581,75.05316,RJ-UP-3,A - 7 Kota,Kota,A,0,24-12-2024 00:00,STBL,710000,375,2024
3456,LXSIK03624-250046218,27.584827,75.105641,RJ-UP-1,A - 2 Jaipur 2,Sikar,C,0,27-12-2024 00:00,STBL,4628592,1880,2024
3457,LXJNP02924-250046204,28.615447,77.039405,NCR,NCR,Janakpuri,A,0,27-12-2024 00:00,HL,1310400,342,2024
3458,LXGGN02824-250045782,28.416102,77.007317,NCR,NCR,Gurgaon,C,0,18-12-2024 00:00,LAP,7732800,1080,2024
3459,LXJAP02924-250045717,26.931583,75.885417,RJ-UP-1,A - 2 Jaipur 2,Jaipur-3,A,0,16-12-2024 00:00,HL,1515700,490,2024
3460,LXJPR01124-250046369,26.9583064,75.6625917,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,30-12-2024 00:00,HL,3111812,800,2024
3461,LXYMN02324-250045800,30.1257,77.3038,HR,A - 1 Chandigarh,Yamuna Nagar,A,0,18-12-2024 00:00,LAP,1503684,486,2024
3462,LXMER02924-250045807,26.461028,74.0868827,RJ-UP-2,A - 3 Ajmer,Merta,A,0,19-12-2024 00:00,HL,1869500,1000,2024
3463,LXSIK04124-250046343,27.354012,75.054774,RJ-UP-1,A - 2 Jaipur 2,Sikar,A,0,29-12-2024 00:00,STBLP,1888100,2000,2024
3464,LXKRN02924-250046393,29.384572,77.191476,HR,A - 1 Chandigarh,Karnal,C,0,30-12-2024 00:00,HL,2361036,1825,2024
3465,LXJPR02924-250046220,26.992,75.7395,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,27-12-2024 00:00,HL,3632220,765,2024
3466,LXJAP02924-250045991,26.822028,75.844611,RJ-UP-1,A - 2 Jaipur 2,Jaipur-3,C,0,20-12-2024 00:00,HL,2769000,710,2024
3467,LXMND02924-250045958,24.083444,75.083194,MP,A - 1 Indore,Mandsaur,A,0,21-12-2024 00:00,HL,2583000,630,2024
3468,LXFAR03624-250045705,28.49700887,77.33910069,NCR,NCR,Faridabad,A,0,16-12-2024 00:00,STBL,2971000,450,2024
3469,LXAMB02924-250046330,30.333569,76.868029,HR,A - 1 Chandigarh,Ambala,C,0,29-12-2024 00:00,HL,1875757,729,2024
3470,LXGGN01224-250045986,28.349056,76.76475,NCR,NCR,Gurgaon,A,0,20-12-2024 00:00,HL,1411800,450,2024
3471,LXSUM02924-250045890,25.349075,72.912738,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,0,20-12-2024 00:00,HL,1359332,1218,2024
3472,LXMHB04224-250045699,16.755651,77.981677,Telangana,A - 1 Hyderabad,Mahbubnagar,A,0,16-12-2024 00:00,STBLP,2793600,882,2024
3473,LXMND02924-250046139,24.085664,75.080433,MP,A - 1 Indore,Mandsaur,A,0,27-12-2024 00:00,HL,2300000,500,2024
3474,LXKAN02924-250045924,26.4785,80.2851,UK & UP,A - 2 Kanpur,Kanpur,C,0,20-12-2024 00:00,HL,5746400,906,2024
3475,LXSIR02924-250046091,24.97396,72.901651,RJ-UP-3,A - 5 Jodhpur,Sirohi,A,0,26-12-2024 00:00,HL,1795800,2686,2024
3476,LXIND02824-250045775,22.744221,75.899312,MP,A - 1 Indore,Indore,A,0,18-12-2024 00:00,LAP,2918400,456,2024
3477,LXVKN02924-250046168,30.380281,77.866331,UK & UP,A - 1 Dehradun,Vikas Nagar,A,0,27-12-2024 00:00,LAP,1903500,810,2024
3478,LXRJS02824-250045691,24.933477,73.818367,RJ-UP-3,A - 6 Udaipur,Rajsamand,A,3,14-12-2024 00:00,LAP,1768050,334,2024
3479,LXBAL02324-250045889,25.836127,72.577275,RJ-UP-3,A - 5 Jodhpur,Balotra,A,0,20-12-2024 00:00,LAP,1561200,1560,2024
3480,LXKUR03324-250046503,30.1975,76.7746,HR,A - 1 Chandigarh,Kurukshetra,A,3,31-12-2024 00:00,BL,1631475,2103,2024
3481,LXPPT02924-250045973,29.349558,77.544408,HR,A - 2 Rohtak,Panipat,A,0,20-12-2024 00:00,HL,2788250,990,2024
3482,LXSNG02924-250045887,26.737599,75.847874,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,20-12-2024 00:00,HL,2188800,576,2024
3483,LXROO02924-250045891,29.850326,77.91658,UK & UP,A - 1 Dehradun,Roorkee,A,0,20-12-2024 00:00,HL,2001600,792,2024
3484,LXGGN02924-250045759,28.4163699,76.90324889,NCR,NCR,Gurgaon,A,0,17-12-2024 00:00,HL,4148414,0,2024
3485,LXPPT03324-250045900,29.41469,76.95877,HR,A - 2 Rohtak,Panipat,A,8,20-12-2024 00:00,BL,1942200,720,2024
3486,LXVAR02924-250046103,25.35854,83.057439,UK & UP,A - 2 Kanpur,Varanasi,C,0,27-12-2024 00:00,HL,1050900,513,2024
3487,LXBWN03024-250046100,28.71164,28.71164,HR,A - 2 Rohtak,Bhiwani,A,0,26-12-2024 00:00,HL,2611990,1360,2024
3488,LXBIK03024-250045964,28.04208,73.38123,RJ-UP-1,A - 2 Jaipur 2,Bikaner,A,0,20-12-2024 00:00,HL,1253325,1147,2024
3489,LXVKN02924-250046251,30.496013,77.83719,UK & UP,A - 1 Dehradun,Vikas Nagar,A,0,28-12-2024 00:00,HL,1912200,1242,2024
3490,LXKUR01224-250046455,30.4036,77.7492,HR,A - 1 Chandigarh,Kurukshetra,C,0,31-12-2024 00:00,HL,884340,1170,2024
3491,LXDEW02924-250046349,22.632583,76.349361,MP,A - 1 Indore,Dewas,A,0,29-12-2024 00:00,HL,3795200,3000,2024
3492,LXSIK01124-250046147,27.778909,74.81594,RJ-UP-1,A - 2 Jaipur 2,Sikar,C,0,26-12-2024 00:00,HL,2281700,2700,2024
3493,LXDHR02924-250046357,30.107441,78.307052,UK & UP,A - 1 Dehradun,Dehradun,C,0,30-12-2024 00:00,HL,2276500,290,2024
3494,LXKHA02824-250046254,21.687722,75.231722,MP,A - 1 Indore,Khargone,A,0,28-12-2024 00:00,LAP,1423000,1350,2024
3495,LXCGH04124-250046024,24.825889,74.403889,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,A,0,21-12-2024 00:00,STBLP,3980000,6000,2024
3496,LXYMN01124-250045883,30.291944,77.299389,HR,A - 1 Chandigarh,Yamuna Nagar,A,0,20-12-2024 00:00,HL,4162225,1348,2024
3497,LXSKR02924-250045619,26.9318291,75.7384209,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,C,0,12-12-2024 00:00,HL,10875000,1800,2024
3498,LXKAN03224-250046288,26.5037,80.2482,UK & UP,A - 2 Kanpur,Kanpur,C,0,29-12-2024 00:00,BL,3759700,855,2024
3499,LXROH03624-250046310,28.446247,76.630992,HR,A - 2 Rohtak,Rohtak,A,0,29-12-2024 00:00,STBL,1042188,1714,2024
3500,LXBHL02924-250046015,25.564742,75.108836,RJ-UP-2,A - 4 Bhilwara,Bhilwara,A,0,21-12-2024 00:00,HL,2748000,1080,2024
3501,LXHLD02924-250045849,29.20045,79.5039015,UK & UP,A - 1 Dehradun,Haldwani,A,0,19-12-2024 00:00,HL,2507500,590,2024
3502,LXKUR01124-250046164,29.972781,76.816015,HR,A - 1 Chandigarh,Kurukshetra,A,0,27-12-2024 00:00,HL,1966250,605,2024
3503,LXNKT02924-250045856,27.750379,75.81026,RJ-UP-1,A - 1 Jaipur,Neem Ka Thana,A,0,19-12-2024 00:00,HL,2859000,1800,2024
3504,LXNOI02924-250046137,28.624389,77.349056,NCR,NCR,Noida,A,0,26-12-2024 00:00,LAP,4212000,540,2024
3505,LXDEO04124-250045788,26.064354,75.009263,RJ-UP-3,A - 7 Kota,Deoli,A,0,18-12-2024 00:00,STBLP,682924,310,2024
3506,LXTRN02424-250046350,28.835095,75.114391,RJ-UP-1,A - 2 Jaipur 2,Tara Nagar,A,0,30-12-2024 00:00,LAP,1234390,2571,2024
3507,LXAJM02924-250046028,26.438417,74.625444,RJ-UP-2,A - 3 Ajmer,Ajmer,A,0,23-12-2024 00:00,HL,1273700,450,2024
3508,LXSNG02924-250046478,26.89871,75.920468,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,31-12-2024 00:00,HL,3750000,1000,2024
3509,LXHRD02924-250046243,30.0003044,78.1977745,UK & UP,A - 1 Dehradun,Haridwar,A,0,28-12-2024 00:00,HL,2520000,600,2024
3510,LXJPR02924-250046109,26.947464,75.894713,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,26-12-2024 00:00,HL,1810401,525,2024
3511,LXJHN02924-250046242,28.112015,75.412394,RJ-UP-1,A - 2 Jaipur 2,Jhunjhunu,A,3,28-12-2024 00:00,HL,6366976,1809,2024
3512,LXFTH02924-250046247,24.910207,74.319727,RJ-UP-3,A - 6 Udaipur,Fatehnagar,A,0,28-12-2024 00:00,HL,1682965,856,2024
3513,LXDEO02924-250046057,25.516178,75.537549,RJ-UP-3,A - 7 Kota,Deoli,A,0,24-12-2024 00:00,HL,1156000,920,2024
3514,LXUJJ01124-250046162,23.105972,75.837333,MP,A - 1 Indore,Ujjain,A,0,27-12-2024 00:00,HL,1843350,2396,2024
3515,LXBHP01224-250046125,23.32304,77.394773,MP,A - 2 Bhopal,Bhopal,A,0,26-12-2024 00:00,HL,3000000,1200,2024
3516,LXUDP02924-250046506,24.72923,73.802378,RJ-UP-3,A - 6 Udaipur,Udaipur,C,0,31-12-2024 00:00,HL,2971650,1287,2024
